sample_id,user_id,total_asset,cash_available,risk_preference,current_stock_position_value,action,market,stock_code,trade_time,volume_lot,volume_share,estimated_price,estimated_amount,volatility_20d,return_5d,abs_return_5d,avg_volume_20d,turnover_rate,estimated_amount_ratio,current_position_ratio,holding_ratio_after_trade,trade_volume_to_avg_volume,concentration_risk,volatility_risk,liquidity_risk,overall_risk_level,risk_preference_code,trade_hour
S000106,U0181,1191391.0,252072.32,conservative,9637.11,buy,SZSE,338099,2026-01-05 10:47:00,31,3100,70.1676,217519.56,0.255137,0.008325,0.008325,50812.65,0.084347,0.18257613,0.00808895,0.19066508,0.06100843,0,0,0,low,0,10
S000107,U0051,1613451.0,95678.14,conservative,175593.72,buy,SZSE,010750,2026-01-05 10:23:00,17,1700,50.7914,86345.38,0.242268,0.204941,0.204941,36445.9,0.054274,0.05351596,0.10883114,0.16234711,0.04664448,0,1,0,medium,0,10
S000108,U0028,1361197.0,366963.28,moderate,213855.91,buy,SZSE,372829,2026-01-05 12:04:00,57,5700,61.4076,350023.32,0.309199,-0.019182,0.019182,60476.26,0.029314,0.25714376,0.15710871,0.41425247,0.09425185,1,0,0,medium,1,12
S000109,U0075,1752145.0,444189.19,conservative,18734.58,buy,SZSE,503530,2026-01-05 11:27:00,127,12700,25.1167,318982.09,0.297933,0.058205,0.058205,659122.01,0.04225,0.18205234,0.01069237,0.19274471,0.01926806,0,0,0,low,0,11
S000110,U0142,1086437.0,562458.63,aggressive,184642.12,buy,SZSE,266009,2026-01-05 11:55:00,52,5200,77.4681,402834.12,0.447706,0.117317,0.117317,169438.77,0.067155,0.37078461,0.16995198,0.54073659,0.03068955,1,1,0,medium_high,2,11
S000111,U0108,1669799.0,707327.02,moderate,185958.33,buy,SSE,695981,2026-01-05 09:47:00,65,6500,78.0323,507209.95,0.640598,0.178635,0.178635,608432.71,0.07244,0.30375509,0.1113657,0.41512079,0.01068319,1,1,0,medium_high,1,9
S000112,U0068,1964438.0,405332.19,moderate,254215.42,buy,SZSE,876748,2026-01-05 11:58:00,86,8600,37.1868,319806.48,0.190737,-0.021732,0.021732,1373963.2,0.014215,0.16279795,0.12940872,0.29220667,0.00625927,0,0,0,low,1,11
S000113,U0182,866447.0,350467.95,moderate,13757.58,buy,SZSE,263948,2026-01-05 11:31:00,54,5400,53.1008,286744.32,0.333905,0.20468,0.20468,44741.15,0.029474,0.33094271,0.01587815,0.34682086,0.12069427,1,1,1,high,1,11
S000114,U0090,1426673.0,261160.91,conservative,10043.92,buy,SZSE,243981,2026-01-05 11:40:00,72,7200,33.8969,244057.68,0.158896,0.262131,0.262131,77550.45,0.020041,0.17106771,0.0070401,0.1781078,0.09284279,0,1,0,medium,0,11
S000115,U0051,1154881.0,362896.57,aggressive,47448.87,buy,SZSE,734012,2026-01-05 09:30:00,60,6000,48.4739,290843.4,0.635659,0.189657,0.189657,180694.41,0.014535,0.25183841,0.04108551,0.29292392,0.03320523,0,1,0,medium,2,9
S000116,U0157,208615.0,32086.35,conservative,16186.95,buy,SZSE,260512,2026-01-05 09:51:00,4,400,70.7162,28286.48,0.336709,0.081349,0.081349,5139.06,0.08623,0.13559178,0.07759247,0.21318426,0.07783523,1,0,0,medium,0,9
S000117,U0032,1603117.0,712405.94,aggressive,157500.44,buy,SZSE,037981,2026-01-05 10:02:00,425,42500,16.5587,703744.75,0.158953,0.109261,0.109261,421989.12,0.076928,0.43898527,0.09824638,0.53723165,0.1007135,1,0,1,medium_high,2,10
S000118,U0178,1008811.0,410813.32,aggressive,81979.93,buy,SZSE,524773,2026-01-05 10:45:00,52,5200,76.4938,397767.76,0.507993,-0.214677,0.214677,63349.42,0.035987,0.39429364,0.08126392,0.47555756,0.08208441,1,1,0,medium_high,2,10
S000119,U0143,202304.0,15064.69,moderate,12597.99,buy,SZSE,346008,2026-01-05 10:00:00,2,200,72.3148,14462.96,0.51866,-0.169915,0.169915,721.82,0.068695,0.07149122,0.06227255,0.13376377,0.2770757,0,1,1,medium_high,1,10
S000120,U0017,1957511.0,1168956.92,moderate,102214.53,buy,SZSE,081338,2026-01-05 12:20:00,125,12500,73.6559,920698.75,0.287347,-0.199941,0.199941,131753.85,0.112323,0.47034155,0.05221658,0.52255813,0.09487389,1,1,0,medium_high,1,12
S000121,U0122,1364113.0,306715.02,conservative,132301.75,buy,SZSE,985468,2026-01-05 10:47:00,36,3600,64.9533,233831.88,0.534963,-0.091826,0.091826,110435.71,0.10996,0.1714168,0.09698738,0.26840418,0.03259815,1,1,0,medium_high,0,10
S000122,U0141,806621.0,221769.43,moderate,118356.71,buy,SZSE,785703,2026-01-05 11:28:00,22,2200,71.8934,158165.48,0.175507,0.06882,0.06882,93076.3,0.107902,0.19608401,0.1467315,0.34281551,0.02363652,1,0,0,medium,1,11
S000123,U0015,736671.0,151168.8,moderate,32989.37,buy,SZSE,112062,2026-01-05 11:38:00,60,6000,19.8707,119224.2,0.338515,0.106001,0.106001,93033.58,0.037845,0.16184185,0.04478168,0.20662353,0.06449284,0,0,0,low,1,11
S000124,U0013,460869.0,90454.65,moderate,48378.52,buy,SZSE,254586,2026-01-05 09:32:00,39,3900,17.4881,68203.59,0.218402,0.001006,0.001006,162083.26,0.11074,0.1479891,0.10497239,0.25296149,0.02406171,0,0,0,low,1,9
S000125,U0103,935782.0,114318.48,conservative,12558.91,buy,SZSE,378169,2026-01-05 11:17:00,85,8500,12.4761,106046.85,0.293933,-0.210578,0.210578,103015.49,0.101091,0.11332431,0.01342077,0.12674508,0.08251186,0,1,0,medium,0,11
S000126,U0077,482366.0,236053.98,moderate,40115.92,buy,SZSE,224414,2026-01-05 10:24:00,65,6500,27.4098,178163.7,0.163369,-0.020194,0.020194,186284.17,0.051954,0.36935377,0.0831649,0.45251867,0.03489293,1,0,0,medium,1,10
S000127,U0102,937360.0,119493.83,moderate,13341.98,buy,SZSE,153668,2026-01-05 12:05:00,11,1100,78.6274,86490.14,0.300727,-0.151396,0.151396,5172.8,0.105426,0.09226993,0.01423357,0.1065035,0.21265098,0,1,1,medium_high,1,12
S000128,U0167,899767.0,227119.07,moderate,142153.54,buy,SZSE,812793,2026-01-05 10:23:00,48,4800,46.9294,225261.12,0.422859,0.21195,0.21195,135520.53,0.075136,0.25035495,0.15798928,0.40834423,0.03541899,1,1,0,medium_high,1,10
S000129,U0130,551806.0,42387.98,aggressive,773.46,buy,SZSE,405101,2026-01-05 09:48:00,7,700,44.7167,31301.69,0.645467,0.019131,0.019131,47395.26,0.101841,0.0567259,0.00140169,0.05812758,0.01476941,0,1,0,medium,2,9
S000130,U0161,1123813.0,231333.42,aggressive,193326.76,buy,SZSE,995495,2026-01-05 11:05:00,23,2300,73.2875,168561.25,0.31262,-0.242914,0.242914,76806.42,0.045879,0.14999048,0.17202752,0.322018,0.02994541,0,1,0,medium,2,11
S000131,U0200,512089.0,243589.57,conservative,781.64,buy,SZSE,917125,2026-01-05 11:07:00,30,3000,60.3431,181029.3,0.157799,-0.01608,0.01608,540161.91,0.017162,0.3535114,0.00152637,0.35503777,0.00555389,1,0,0,medium,0,11
S000132,U0002,1662607.0,1271642.72,moderate,12937.74,buy,SZSE,096720,2026-01-05 11:08:00,253,25300,34.575,874747.5,0.28016,0.118333,0.118333,368710.52,0.05534,0.52613005,0.0077816,0.53391165,0.06861752,1,0,0,medium,1,11
S000133,U0057,1215973.0,342790.04,aggressive,55818.83,buy,SZSE,971743,2026-01-05 10:58:00,38,3800,73.5688,279561.44,0.294025,-0.188156,0.188156,16665.55,0.030091,0.2299076,0.04590466,0.27581227,0.22801528,0,1,1,medium_high,2,10
S000134,U0129,842743.0,379018.56,aggressive,149698.78,buy,SZSE,272451,2026-01-05 10:54:00,288,28800,8.7815,252907.2,0.109138,-0.071498,0.071498,131921.12,0.045331,0.30010003,0.17763277,0.47773281,0.21831227,1,0,1,medium_high,2,10
S000135,U0069,357694.0,207805.47,aggressive,18786.02,buy,SZSE,963239,2026-01-05 10:57:00,136,13600,13.8477,188328.72,0.112647,0.085915,0.085915,147611.25,0.099682,0.52650791,0.05251981,0.57902772,0.0921339,1,0,0,medium,2,10
S000136,U0109,270125.0,139564.5,moderate,23398.49,buy,SZSE,521173,2026-01-05 10:17:00,20,2000,53.9811,107962.2,0.104396,-0.079832,0.079832,9781.01,0.017706,0.39967497,0.08662098,0.48629595,0.20447792,1,0,1,medium_high,1,10
S000137,U0124,868435.0,329167.37,moderate,62634.54,buy,SSE,654531,2026-01-05 11:24:00,81,8100,37.0092,299774.52,0.229617,0.045975,0.045975,117535.36,0.034251,0.34518936,0.07212346,0.41731282,0.06891543,1,0,0,medium,1,11
S000138,U0187,655791.0,31035.0,moderate,91822.7,buy,SZSE,969340,2026-01-05 09:56:00,7,700,35.4172,24792.04,0.284356,-0.092728,0.092728,10088.39,0.101964,0.03780479,0.14001823,0.17782302,0.06938671,0,0,0,low,1,9
S000139,U0196,1726869.0,336794.67,moderate,3148.53,buy,SZSE,545742,2026-01-05 10:58:00,234,23400,10.9676,256641.84,0.296349,-0.017612,0.017612,566034.17,0.017912,0.14861686,0.00182326,0.15044011,0.04134026,0,0,0,low,1,10
S000140,U0154,302823.0,49132.75,moderate,1106.53,buy,SZSE,817841,2026-01-05 12:17:00,10,1000,34.2482,34248.2,0.384434,-0.002459,0.002459,3377.7,0.094939,0.11309643,0.00365403,0.11675046,0.29605977,0,1,1,medium_high,1,12
S000141,U0073,1043248.0,45609.14,conservative,37967.94,buy,SZSE,373054,2026-01-05 11:33:00,6,600,68.0699,40841.94,0.171516,0.003503,0.003503,3095.35,0.033981,0.03914883,0.03639397,0.07554281,0.19383913,0,0,1,medium,0,11
S000142,U0116,1622412.0,298975.63,conservative,22548.98,buy,SZSE,778578,2026-01-05 12:21:00,392,39200,5.2992,207728.64,0.222302,0.034496,0.034496,1456535.67,0.110087,0.12803692,0.01389843,0.14193535,0.02691318,0,0,0,low,0,12
S000143,U0164,723011.0,24873.5,aggressive,120191.67,buy,SZSE,721592,2026-01-05 11:33:00,3,300,79.2559,23776.77,0.604724,-0.047235,0.047235,1629.62,0.030513,0.03288577,0.16623767,0.19912344,0.18409182,0,1,1,medium_high,2,11
S000144,U0172,1892129.0,666967.07,moderate,7701.05,buy,SSE,696533,2026-01-05 10:05:00,61,6100,74.424,453986.4,0.324562,0.130115,0.130115,96551.13,0.107186,0.23993417,0.00407004,0.24400421,0.06317896,0,0,0,low,1,10
S000145,U0043,305118.0,138373.21,moderate,49431.31,buy,SZSE,196920,2026-01-05 09:43:00,31,3100,37.1863,115277.53,0.630659,0.218349,0.218349,30865.37,0.066676,0.37781294,0.1620072,0.53982014,0.10043619,1,1,1,high,1,9
S000146,U0111,417499.0,142046.89,aggressive,33205.46,buy,SZSE,492921,2026-01-05 10:30:00,15,1500,78.2304,117345.6,0.304041,0.229286,0.229286,22756.86,0.087016,0.28106798,0.07953423,0.36060221,0.06591418,0,1,0,medium,2,10
S000147,U0092,894962.0,327656.65,moderate,134404.84,buy,SZSE,203867,2026-01-05 12:14:00,60,6000,45.8223,274933.8,0.111146,-0.122862,0.122862,609019.81,0.087093,0.30720165,0.15017938,0.45738103,0.0098519,1,0,0,medium,1,12
S000148,U0133,1543032.0,211314.02,moderate,45631.25,buy,SZSE,366602,2026-01-05 10:00:00,47,4700,34.0266,159925.02,0.113539,0.083253,0.083253,24548.6,0.078958,0.10364336,0.02957246,0.13321582,0.19145696,0,0,1,medium,1,10
S000149,U0054,1114353.0,288554.0,moderate,92962.12,buy,SZSE,379990,2026-01-05 10:14:00,36,3600,59.1056,212780.16,0.284781,0.022592,0.022592,261743.89,0.108106,0.19094502,0.0834225,0.27436753,0.0137539,0,0,0,low,1,10
S000150,U0074,1748546.0,135025.9,conservative,184872.64,buy,SZSE,308323,2026-01-05 11:06:00,39,3900,27.7394,108183.66,0.135885,0.025567,0.025567,107226.98,0.119522,0.06187064,0.10572936,0.1676,0.03637144,0,0,0,low,0,11
S000151,U0017,719518.0,193067.18,conservative,23783.03,buy,SZSE,504664,2026-01-05 10:19:00,20,2000,76.0255,152051.0,0.122042,-0.084518,0.084518,31249.11,0.119916,0.21132341,0.03305411,0.24437753,0.06400183,1,0,0,medium,0,10
S000152,U0098,1964951.0,623855.09,moderate,257811.49,buy,SZSE,580501,2026-01-05 11:17:00,88,8800,63.2343,556461.84,0.188461,-0.223429,0.223429,242922.27,0.003002,0.28319375,0.13120505,0.4143988,0.03622558,1,1,0,medium_high,1,11
S000153,U0070,1524494.0,73067.48,conservative,95911.18,buy,SZSE,247673,2026-01-05 10:24:00,9,900,73.5849,66226.41,0.250172,0.185737,0.185737,34363.19,0.040969,0.04344157,0.06291345,0.10635502,0.02619081,0,1,0,medium,0,10
S000154,U0029,1967588.0,165366.79,conservative,191304.71,buy,SZSE,917770,2026-01-05 11:24:00,63,6300,19.8543,125082.09,0.185725,0.084331,0.084331,36601.78,0.02699,0.06357128,0.09722803,0.16079931,0.17212278,0,0,1,medium,0,11
S000155,U0068,1004080.0,190448.12,aggressive,167468.07,buy,SZSE,394251,2026-01-05 10:03:00,19,1900,73.28,139232.0,0.131241,-0.055344,0.055344,25218.67,0.039798,0.13866624,0.16678757,0.30545381,0.07534102,0,0,0,low,2,10
S000156,U0084,337929.0,14998.0,conservative,29518.6,buy,SZSE,252450,2026-01-05 10:27:00,2,200,55.5268,11105.36,0.160181,-0.12994,0.12994,2428.11,0.096198,0.032863,0.08735149,0.12021448,0.08236858,0,0,0,low,0,10
S000157,U0180,353097.0,16775.79,moderate,38315.48,buy,SZSE,810533,2026-01-05 11:47:00,3,300,47.9871,14396.13,0.21727,-0.0961,0.0961,3645.08,0.088948,0.04077103,0.10851261,0.14928364,0.08230274,0,0,0,low,1,11
S000158,U0094,365586.0,141873.4,moderate,22939.57,buy,SZSE,273493,2026-01-05 09:42:00,23,2300,44.8676,103195.48,0.135433,-0.073251,0.073251,97286.55,0.041247,0.28227416,0.0627474,0.34502156,0.0236415,1,0,0,medium,1,9
S000159,U0153,717202.0,8508.71,conservative,74087.47,buy,SZSE,822313,2026-01-05 10:03:00,1,100,72.8848,7288.48,0.337454,0.268329,0.268329,4585.65,0.071602,0.01016238,0.1033007,0.11346308,0.02180714,0,1,0,medium,0,10
S000160,U0038,1659611.0,593907.52,aggressive,126366.14,buy,SZSE,348276,2026-01-05 11:40:00,201,20100,20.025,402502.5,0.230314,-0.069649,0.069649,283350.98,0.074198,0.24252822,0.07614202,0.31867024,0.07093676,0,0,0,low,2,11
S000161,U0174,1959860.0,66851.92,conservative,154495.62,buy,SZSE,263206,2026-01-05 10:18:00,90,9000,5.2523,47270.7,0.228254,0.138022,0.138022,100474.24,0.008386,0.02411943,0.07882993,0.10294935,0.0895752,0,0,0,low,0,10
S000162,U0117,1959714.0,349592.72,conservative,144625.08,buy,SZSE,398898,2026-01-05 10:06:00,58,5800,44.9994,260996.52,0.361841,0.200145,0.200145,86826.56,0.020754,0.13318092,0.07379907,0.20698,0.06679984,1,1,0,medium_high,0,10
S000163,U0134,580239.0,234462.16,moderate,72204.07,buy,SZSE,313022,2026-01-05 09:51:00,55,5500,30.5765,168170.75,0.211648,0.006749,0.006749,62864.88,0.012261,0.28983014,0.1244385,0.41426864,0.08748924,1,0,0,medium,1,9
S000164,U0047,237980.0,117094.89,aggressive,14229.66,buy,SZSE,399918,2026-01-05 10:19:00,21,2100,47.4242,99590.82,0.201125,-0.092554,0.092554,31580.07,0.075688,0.41848399,0.05979351,0.4782775,0.06649763,1,0,0,medium,2,10
S000165,U0114,622325.0,112482.45,moderate,14250.98,buy,SZSE,992837,2026-01-05 12:22:00,35,3500,27.6234,96681.9,0.560859,0.081719,0.081719,31056.93,0.011404,0.15535596,0.02289958,0.17825554,0.11269625,0,1,1,medium_high,1,12
S000166,U0108,891848.0,190031.25,moderate,112623.52,buy,SSE,651278,2026-01-05 11:29:00,68,6800,20.558,139794.4,0.509843,0.162808,0.162808,79253.21,0.114492,0.15674689,0.12628107,0.28302796,0.08580094,0,1,0,medium,1,11
S000167,U0008,473852.0,231347.34,aggressive,67320.2,buy,SZSE,144455,2026-01-05 09:41:00,97,9700,19.0371,184659.87,0.12156,-0.048792,0.048792,103649.74,0.101381,0.38969946,0.1420701,0.53176957,0.09358441,1,0,0,medium,2,9
S000168,U0052,1273137.0,76423.96,moderate,3697.86,buy,SZSE,937176,2026-01-05 10:18:00,19,1900,30.8752,58662.88,0.231552,-0.11717,0.11717,24207.8,0.114173,0.04607743,0.00290453,0.04898195,0.0784871,0,0,0,low,1,10
S000169,U0005,883641.0,338239.37,moderate,112891.72,buy,SZSE,458557,2026-01-05 10:52:00,106,10600,21.3738,226562.28,0.127119,-0.085059,0.085059,96083.07,0.053246,0.2563963,0.12775745,0.38415374,0.11032121,1,0,1,medium_high,1,10
S000170,U0157,540370.0,238273.75,aggressive,34281.81,buy,SZSE,220578,2026-01-05 11:03:00,238,23800,8.6591,206086.58,0.265254,0.126193,0.126193,1136501.72,0.020693,0.3813805,0.06344136,0.44482185,0.02094146,1,0,0,medium,2,11
S000171,U0114,553823.0,8540.03,moderate,11138.02,buy,SSE,610159,2026-01-05 12:22:00,4,400,19.0985,7639.4,0.230233,0.119928,0.119928,2074.98,0.010214,0.01379394,0.02011116,0.0339051,0.19277286,0,0,1,medium,1,12
S000172,U0019,1515260.0,763500.55,moderate,64506.15,buy,SZSE,102069,2026-01-05 12:20:00,379,37900,16.462,623909.8,0.172174,-0.015257,0.015257,126587.33,0.019336,0.41175099,0.04257101,0.454322,0.29939805,1,0,1,medium_high,1,12
S000173,U0127,1141556.0,497177.88,aggressive,37834.64,buy,SZSE,509663,2026-01-05 10:04:00,567,56700,8.5273,483497.91,0.196752,-0.053653,0.053653,1219891.37,0.009124,0.42354287,0.03314304,0.45668592,0.04647955,1,0,0,medium,2,10
S000174,U0066,719779.0,42100.07,conservative,62002.99,buy,SZSE,530476,2026-01-05 10:57:00,6,600,60.213,36127.8,0.488053,-0.179184,0.179184,4220.25,0.015929,0.05019291,0.08614171,0.13633461,0.14217165,0,1,1,medium_high,0,10
S000175,U0157,1039973.0,69850.35,moderate,157620.93,buy,SZSE,302335,2026-01-05 11:17:00,7,700,67.2109,47047.63,0.274618,-0.080216,0.080216,52947.54,0.05294,0.04523928,0.15156252,0.1968018,0.01322063,0,0,0,low,1,11
S000176,U0081,1046924.0,133687.11,conservative,70125.16,buy,SZSE,592522,2026-01-05 09:38:00,26,2600,42.7139,111056.14,0.243236,-0.054048,0.054048,34735.64,0.033305,0.10607851,0.06698209,0.1730606,0.07485108,0,0,0,low,0,9
S000177,U0064,247388.0,7694.82,moderate,35448.55,buy,SZSE,387368,2026-01-05 10:19:00,11,1100,6.7572,7432.92,0.198873,-0.273451,0.273451,5100.65,0.074929,0.0300456,0.14329132,0.17333692,0.21565899,0,1,1,medium_high,1,10
S000178,U0081,742918.0,25834.78,moderate,111056.92,buy,SZSE,953178,2026-01-05 10:24:00,7,700,32.8562,22999.34,0.34177,-0.016209,0.016209,11998.4,0.074269,0.03095811,0.14948746,0.18044557,0.05834113,0,0,0,low,1,10
S000179,U0108,677942.0,39704.01,aggressive,22319.14,buy,SZSE,918555,2026-01-05 10:18:00,8,800,41.4243,33139.44,0.2255,-0.250417,0.250417,14734.84,0.078503,0.04888241,0.0329219,0.08180431,0.0542931,0,1,0,medium,2,10
S000180,U0185,1569832.0,198527.84,moderate,62156.35,buy,SZSE,183776,2026-01-05 10:22:00,30,3000,48.8744,146623.2,0.106174,-0.111053,0.111053,254094.17,0.060701,0.09340057,0.03959427,0.13299484,0.01180665,0,0,0,low,1,10
S000181,U0027,736447.0,96634.2,moderate,100154.28,buy,SSE,682818,2026-01-05 09:56:00,39,3900,18.5278,72258.42,0.106873,0.025353,0.025353,204316.71,0.083404,0.09811761,0.13599659,0.2341142,0.01908801,0,0,0,low,1,9
S000182,U0169,1336401.0,142458.67,moderate,14308.74,buy,SZSE,989979,2026-01-05 11:39:00,14,1400,75.0562,105078.68,0.465892,0.062746,0.062746,279296.16,0.014652,0.07862811,0.01070692,0.08933502,0.0050126,0,1,0,medium,1,11
S000183,U0191,1025210.0,212407.72,moderate,89045.4,buy,SZSE,866379,2026-01-05 11:09:00,60,6000,31.877,191262.0,0.130902,0.012971,0.012971,133177.7,0.100765,0.18655885,0.08685576,0.27341462,0.04505259,0,0,0,low,1,11
S000184,U0048,764665.0,38357.67,conservative,38817.21,buy,SZSE,051341,2026-01-05 10:09:00,12,1200,26.4825,31779.0,0.330298,-0.029557,0.029557,13025.89,0.094218,0.04155938,0.05076368,0.09232306,0.09212423,0,0,0,low,0,10
S000185,U0059,456961.0,106326.12,aggressive,54943.12,buy,SZSE,119622,2026-01-05 10:09:00,165,16500,4.8673,80310.45,0.213392,-0.136072,0.136072,314421.76,0.027308,0.17574902,0.1202359,0.29598493,0.05247728,0,0,0,low,2,10
S000186,U0079,438423.0,42315.09,conservative,32000.81,buy,SZSE,916429,2026-01-05 10:03:00,18,1800,16.1711,29107.98,0.337252,-0.015571,0.015571,44789.33,0.086054,0.06639246,0.07299073,0.13938318,0.04018814,0,0,0,low,0,10
S000187,U0104,496289.0,108396.38,moderate,23206.47,buy,SZSE,935427,2026-01-05 10:49:00,23,2300,39.2059,90173.57,0.124167,0.029519,0.029519,127861.97,0.089473,0.18169569,0.04676,0.22845568,0.01798815,0,0,0,low,1,10
S000188,U0043,1178128.0,550498.73,moderate,112611.09,buy,SZSE,417371,2026-01-05 10:50:00,489,48900,9.9178,484980.42,0.260624,-0.13086,0.13086,1083353.6,0.02216,0.41165342,0.09558477,0.50723819,0.04513762,1,0,0,medium,1,10
S000189,U0041,821117.0,50528.68,conservative,11248.53,buy,SZSE,599991,2026-01-05 11:07:00,10,1000,39.0757,39075.7,0.206136,0.109198,0.109198,5336.28,0.040986,0.04758847,0.01369906,0.06128752,0.18739636,0,0,1,medium,0,11
S000190,U0034,1621145.0,28158.26,conservative,139386.16,buy,SZSE,181925,2026-01-05 10:04:00,31,3100,6.2228,19290.68,0.335239,0.113908,0.113908,55393.57,0.067202,0.01189942,0.08598007,0.09787948,0.05596318,0,0,0,low,0,10
S000191,U0177,1261604.0,327933.03,moderate,91168.34,buy,SZSE,567529,2026-01-05 10:00:00,33,3300,69.9123,230710.59,0.495593,-0.102738,0.102738,46595.45,0.03967,0.18287085,0.07226383,0.25513467,0.07082237,0,1,0,medium,1,10
S000192,U0161,823539.0,155751.08,moderate,79808.91,buy,SZSE,357296,2026-01-05 10:38:00,21,2100,50.9181,106928.01,0.20916,0.13296,0.13296,22278.1,0.073278,0.12983964,0.0969097,0.22674934,0.09426296,0,0,0,low,1,10
S000193,U0115,1840606.0,623900.25,aggressive,308774.02,buy,SSE,655519,2026-01-05 10:20:00,136,13600,42.6884,580562.24,0.104311,0.025083,0.025083,185334.75,0.102415,0.31541907,0.16775672,0.48317579,0.07338073,1,0,0,medium,2,10
S000194,U0001,435243.0,28289.14,moderate,67617.77,buy,SSE,645996,2026-01-05 11:38:00,4,400,66.2628,26505.12,0.270868,-0.022993,0.022993,6062.36,0.10293,0.06089729,0.15535637,0.21625366,0.06598088,0,0,0,low,1,11
S000195,U0084,1077909.0,158316.21,moderate,108808.09,buy,SZSE,887404,2026-01-05 10:39:00,124,12400,11.3103,140247.72,0.206342,0.122699,0.122699,519294.8,0.064854,0.13011091,0.10094367,0.23105458,0.02387854,0,0,0,low,1,10
S000196,U0131,1334854.0,82870.19,conservative,104341.57,buy,SZSE,360125,2026-01-05 11:50:00,11,1100,63.4162,69757.82,0.521116,0.056795,0.056795,34291.32,0.074447,0.05225876,0.07816703,0.1304258,0.03207809,0,1,0,medium,0,11
S000197,U0163,701090.0,70030.24,conservative,18592.63,buy,SZSE,865387,2026-01-05 11:34:00,32,3200,21.3081,68185.92,0.50829,-0.069885,0.069885,81894.59,0.038164,0.09725701,0.02651961,0.12377662,0.03907462,0,1,0,medium,0,11
S000198,U0105,676725.0,254763.3,aggressive,51528.29,buy,SZSE,079016,2026-01-05 11:28:00,71,7100,27.8869,197996.99,0.580331,0.056125,0.056125,102903.21,0.029414,0.29258117,0.07614362,0.36872479,0.06899688,0,1,0,medium,2,11
S000199,U0140,1328843.0,1016307.55,aggressive,21180.55,buy,SZSE,898311,2026-01-05 10:56:00,155,15500,46.3807,718900.85,0.131149,0.063975,0.063975,191990.32,0.036947,0.54099758,0.01593909,0.55693667,0.08073324,1,0,0,medium,2,10
S000200,U0048,603379.0,41703.05,moderate,83459.14,buy,SZSE,496439,2026-01-05 10:24:00,4,400,72.4193,28967.72,0.151188,-0.030729,0.030729,41998.7,0.111415,0.04800916,0.13831959,0.18632876,0.0095241,0,0,0,low,1,10
S000201,U0070,514765.0,81308.82,moderate,57368.73,buy,SZSE,749166,2026-01-05 09:31:00,25,2500,22.5704,56426.0,0.181101,-0.057498,0.057498,97523.14,0.074643,0.10961507,0.11144644,0.22106151,0.02563494,0,0,0,low,1,9
S000202,U0081,385504.0,25405.77,moderate,42535.99,buy,SZSE,337445,2026-01-05 11:12:00,34,3400,5.3227,18097.18,0.592813,-0.189484,0.189484,56353.14,0.048412,0.04694421,0.11033864,0.15728285,0.06033382,0,1,0,medium,1,11
S000203,U0193,1064050.0,343958.96,moderate,102894.9,buy,SZSE,207782,2026-01-05 12:02:00,464,46400,6.2023,287786.72,0.149618,0.055434,0.055434,1416244.65,0.037523,0.27046353,0.09670119,0.36716472,0.0327627,1,0,0,medium,1,12
S000204,U0096,1024727.0,240020.88,conservative,8304.77,buy,SZSE,913257,2026-01-05 11:40:00,41,4100,53.9453,221175.73,0.223297,0.090403,0.090403,100355.46,0.066397,0.21583869,0.00810438,0.22394306,0.04085478,1,0,0,medium,0,11
S000205,U0059,1022792.0,59926.48,moderate,131492.97,buy,SZSE,731282,2026-01-05 11:36:00,9,900,52.9414,47647.26,0.229777,-0.075504,0.075504,9612.12,0.046452,0.04658548,0.12856276,0.17514825,0.09363179,0,0,0,low,1,11
S000206,U0129,1200106.0,72300.85,moderate,19073.09,buy,SZSE,519580,2026-01-05 10:31:00,22,2200,28.807,63375.4,0.260125,0.028359,0.028359,82664.39,0.08696,0.05280817,0.01589284,0.068701,0.02661364,0,0,0,low,1,10
S000207,U0096,1179910.0,662060.89,moderate,19300.86,buy,SSE,679052,2026-01-05 11:19:00,88,8800,55.6049,489323.12,0.323261,-0.077386,0.077386,124091.59,0.050799,0.41471224,0.01635791,0.43107015,0.07091536,1,0,0,medium,1,11
S000208,U0096,1484423.0,389442.29,moderate,30844.05,buy,SZSE,407399,2026-01-05 10:05:00,60,6000,48.3639,290183.4,0.236581,-0.276863,0.276863,123947.64,0.061395,0.19548565,0.02077848,0.21626413,0.04840754,0,1,0,medium,1,10
S000209,U0186,984218.0,67238.39,conservative,107597.94,buy,SZSE,866147,2026-01-05 09:46:00,13,1300,49.8302,64779.26,0.217536,-0.084716,0.084716,7228.86,0.015016,0.065818,0.10932328,0.17514128,0.17983475,0,0,1,medium,0,9
S000210,U0110,344401.0,48594.11,moderate,3223.06,buy,SZSE,028416,2026-01-05 10:16:00,10,1000,33.6494,33649.4,0.523573,-0.110444,0.110444,31626.85,0.094109,0.09770413,0.00935844,0.10706257,0.0316187,0,1,0,medium,1,10
S000211,U0106,1836021.0,1005224.35,moderate,217979.02,buy,SZSE,834916,2026-01-05 09:55:00,117,11700,67.5328,790133.76,0.10758,0.092297,0.092297,523885.98,0.095491,0.43035116,0.1187236,0.54907476,0.0223331,1,0,0,medium,1,9
S000212,U0016,684857.0,144189.87,moderate,110285.33,buy,SZSE,010787,2026-01-05 10:44:00,70,7000,17.4978,122484.6,0.249013,0.235456,0.235456,106318.12,0.002381,0.17884697,0.16103409,0.33988106,0.06584014,1,1,0,medium_high,1,10
