sample_id,estimated_amount_ratio,holding_ratio_after_trade,current_position_ratio,risk_preference_code,volatility_20d,abs_return_5d,turnover_rate,trade_volume_to_avg_volume,concentration_risk,volatility_risk,liquidity_risk
S000271,0.01615863,0.13050763,0.114349,1,0.20338,0.062244,0.114921,0.12713783,0,0,1
S000272,0.08319878,0.23688981,0.15369103,2,0.304013,0.251977,0.101746,0.08780114,0,1,0
S000273,0.05800811,0.15346885,0.09546074,0,0.239667,0.049112,0.066959,0.04791737,0,0,0
S000274,0.51174826,0.55978364,0.04803538,2,0.29382,0.030755,0.04516,0.03933686,1,0,0
S000275,0.06567467,0.20906906,0.14339439,1,0.564422,0.05939,0.070284,0.2950875,0,1,1
S000276,0.04266387,0.05537413,0.01271026,1,0.32172,0.07424,0.063557,0.02381383,0,0,0
S000277,0.12894877,0.251501,0.12255223,1,0.31488,0.267042,0.113968,0.06982091,0,1,0
S000278,0.41324188,0.42308244,0.00984056,1,0.417576,0.175196,0.076827,0.06372454,1,1,0
S000279,0.429411,0.43735932,0.00794832,2,0.329672,0.228503,0.084211,0.07605714,1,1,0
S000280,0.07470871,0.16246754,0.08775884,0,0.159932,0.072631,0.04053,0.17455139,0,0,1
S000281,0.02399256,0.17903751,0.15504495,1,0.632941,0.144739,0.100646,0.19035316,0,1,1
S000282,0.01913885,0.03694917,0.01781032,0,0.227382,0.071193,0.100812,0.07007962,0,0,0
S000283,0.07180199,0.18694569,0.11514371,1,0.282982,0.185991,0.117581,0.028274,0,1,0
S000284,0.17850563,0.30207125,0.12356562,1,0.441532,0.034287,0.075285,0.23831695,1,1,1
S000285,0.20146304,0.21097292,0.00950987,0,0.149796,0.030558,0.105733,0.00964186,1,0,0
S000286,0.01684946,0.11080649,0.09395703,0,0.118389,0.02637,0.058325,0.00996481,0,0,0
S000287,0.0342886,0.18235058,0.14806197,1,0.515348,0.084695,0.104903,0.19103475,0,1,1
S000288,0.26032871,0.36395678,0.10362808,1,0.646084,0.218849,0.107333,0.00989135,1,1,0
S000289,0.41790489,0.48710004,0.06919515,1,0.209775,0.256492,0.013252,0.03663791,1,1,0
S000290,0.20508458,0.30268388,0.0975993,0,0.288339,0.26056,0.05026,0.12780822,1,1,1
S000291,0.01897903,0.12288806,0.10390902,0,0.519131,0.204845,0.103918,0.07920677,0,1,0
S000292,0.0694187,0.11322941,0.04381071,1,0.412301,0.075294,0.014328,0.05847867,0,1,0
S000293,0.07309301,0.12704964,0.05395664,1,0.176319,0.133555,0.105855,0.02024085,0,0,0
S000294,0.02285411,0.14502874,0.12217463,2,0.275168,0.137215,0.053914,0.03713955,0,0,0
S000295,0.2494633,0.27845897,0.02899567,1,0.591758,0.08837,0.036832,0.02217979,0,1,0
S000296,0.41280063,0.56352658,0.15072595,2,0.261265,0.126799,0.017985,0.24413856,1,0,1
S000297,0.11915744,0.17269449,0.05353705,1,0.174194,0.142114,0.027861,0.08096891,0,0,0
S000298,0.26271187,0.40994862,0.14723675,1,0.446071,0.133331,0.07613,0.04279421,1,1,0
S000299,0.09598438,0.17344365,0.07745927,1,0.242378,0.01609,0.014801,0.2241833,0,0,1
S000300,0.02482265,0.07942042,0.05459777,1,0.577692,0.150461,0.051885,0.02324179,0,1,0
S000301,0.1139189,0.241327,0.1274081,1,0.249403,0.023608,0.041099,0.05303573,0,0,0
S000302,0.16186574,0.21022404,0.0483583,2,0.217308,0.076368,0.027954,0.06619745,0,0,0
S000303,0.12758122,0.24609069,0.11850947,1,0.186548,0.161883,0.099684,0.03767133,0,1,0
S000304,0.15713394,0.23193211,0.07479816,1,0.10794,0.046231,0.103803,0.04026318,0,0,0
S000305,0.12174581,0.12397834,0.00223253,2,0.307662,4e-05,0.043899,0.07590519,0,0,0
S000306,0.17596437,0.26479936,0.08883499,1,0.408916,0.138285,0.117335,0.25210877,0,1,1
S000307,0.19486757,0.22184189,0.02697433,1,0.290573,0.101269,0.106248,0.07328057,0,0,0
S000308,0.13916854,0.19292342,0.05375487,0,0.119192,0.134237,0.064916,0.09104205,0,0,0
S000309,0.18224717,0.25347161,0.07122444,1,0.112739,0.051715,0.074505,0.21713121,0,0,1
S000310,0.15458672,0.15851233,0.0039256,1,0.643257,0.171144,0.072786,0.27583115,0,1,1
S000311,0.10292254,0.18085237,0.07792983,2,0.210028,0.103148,0.081058,0.02197367,0,0,0
S000312,0.24351708,0.28667984,0.04316277,0,0.103245,0.123447,0.079754,0.08463688,1,0,0
S000313,0.16550888,0.19459795,0.02908908,1,0.440105,0.017117,0.112264,0.08557236,0,1,0
S000314,0.36665539,0.4285094,0.06185401,1,0.282461,0.10409,0.004232,0.04577343,1,0,0
S000315,0.10698907,0.23951792,0.13252885,1,0.201288,0.11476,0.004441,0.27323839,0,0,1
S000316,0.46676247,0.50299628,0.03623382,1,0.336037,0.115333,0.040594,0.03760934,1,0,0
S000317,0.06086771,0.11722874,0.05636102,1,0.33032,0.082083,0.093262,0.0128812,0,0,0
S000318,0.11729588,0.28313863,0.16584275,2,0.522304,0.214741,0.044756,0.01368611,0,1,0
S000319,0.07834018,0.18609325,0.10775307,0,0.309287,0.01283,0.079563,0.04703132,0,0,0
S000320,0.2067389,0.35010492,0.14336602,2,0.249572,0.053093,0.091438,0.06258335,0,0,0
S000321,0.12204514,0.1792404,0.05719526,1,0.30452,0.099342,0.014922,0.07929943,0,0,0
S000322,0.08362741,0.2146611,0.13103369,1,0.212024,0.026744,0.036445,0.07144561,0,0,0
S000323,0.2265676,0.33555307,0.10898547,1,0.249897,0.115267,0.087775,0.0807409,1,0,0
S000324,0.1204119,0.22422999,0.10381808,0,0.230496,0.013401,0.067152,0.00939374,1,0,0
S000325,0.06850309,0.2226677,0.15416461,1,0.124736,0.011638,0.050052,0.01020381,0,0,0
S000326,0.07745615,0.16186684,0.08441069,0,0.312381,0.042235,0.081152,0.04293545,0,0,0
S000327,0.08375182,0.18206047,0.09830865,0,0.26141,0.074556,0.115533,0.05014053,0,0,0
S000328,0.36474505,0.48616745,0.12142239,1,0.168674,0.078479,0.09596,0.0116807,1,0,0
S000329,0.43205322,0.48398673,0.05193351,1,0.317161,0.231536,0.116039,0.07030346,1,1,0
S000330,0.1414811,0.30586177,0.16438067,2,0.315018,0.071422,0.115444,0.03456874,0,0,0
S000331,0.19986094,0.29223434,0.0923734,1,0.289472,0.151081,0.047977,0.14023546,0,1,1
S000332,0.33630307,0.48433807,0.148035,1,0.60011,0.147545,0.077133,0.00967033,1,1,0
S000333,0.2253411,0.24944207,0.02410097,1,0.214989,0.215448,0.005244,0.09317464,0,1,0
S000334,0.1114015,0.16675297,0.05535147,0,0.291286,0.042159,0.018267,0.02040807,0,0,0
S000335,0.43518776,0.45072328,0.01553552,1,0.343871,0.080348,0.097177,0.06610569,1,0,0
S000336,0.20381113,0.25679104,0.05297991,0,0.4837,0.102078,0.021201,0.0824716,1,1,0
S000337,0.05628589,0.21098298,0.15469709,1,0.312002,0.037083,0.048566,0.09133007,0,0,0
S000338,0.14565706,0.25983904,0.11418198,1,0.114834,0.141236,0.019061,0.04779821,0,0,0
S000339,0.42892996,0.46754691,0.03861695,1,0.160166,0.142814,0.025272,0.09407644,1,0,0
S000340,0.12442727,0.25667627,0.132249,1,0.244285,0.192326,0.013807,0.07607191,0,1,0
S000341,0.14402633,0.27284318,0.12881686,1,0.275759,0.045529,0.072761,0.06075021,0,0,0
S000342,0.0717551,0.07367977,0.00192466,0,0.629894,0.086126,0.080978,0.03089692,0,1,0
S000343,0.22137375,0.38701071,0.16563695,2,0.31602,0.050274,0.074895,0.04596404,0,0,0
S000344,0.18736854,0.21442591,0.02705736,2,0.182077,0.101,0.084803,0.05142697,0,0,0
S000345,0.18564308,0.24241204,0.05676897,1,0.174313,0.223493,0.075213,0.12343591,0,1,1
S000346,0.19975579,0.24429766,0.04454188,0,0.577072,0.061958,0.022962,0.05460989,1,1,0
S000347,0.10972094,0.16983777,0.06011682,1,0.412694,0.078145,0.058728,0.05946746,0,1,0
S000348,0.31074314,0.48972594,0.1789828,2,0.289059,0.015822,0.04008,0.05995675,1,0,0
S000349,0.38379703,0.54733934,0.1635423,2,0.106675,0.120804,0.013191,0.0447835,1,0,0
S000350,0.04213511,0.18083125,0.13869614,1,0.272194,0.07975,0.02468,0.07840046,0,0,0
S000351,0.11445158,0.17684318,0.0623916,1,0.278157,0.236326,0.052868,0.02545774,0,1,0
S000352,0.13683414,0.2184046,0.08157046,1,0.155552,0.059889,0.048746,0.05898325,0,0,0
S000353,0.03136346,0.0708134,0.03944994,1,0.119026,0.143146,0.047964,0.01685499,0,0,0
S000354,0.04919469,0.1569931,0.10779841,0,0.259673,0.073957,0.049878,0.08030858,0,0,0
S000355,0.20759303,0.29100478,0.08341175,1,0.310144,0.07866,0.0151,0.01463967,0,0,0
S000356,0.05005368,0.19994864,0.14989497,1,0.191575,0.083307,0.114786,0.10474231,0,0,1
S000357,0.39917456,0.48904675,0.08987218,2,0.179524,0.05034,0.118219,0.04305597,1,0,0
S000358,0.28911896,0.4436965,0.15457754,2,0.301526,0.029908,0.089882,0.04657174,1,0,0
S000359,0.31926346,0.36630476,0.0470413,1,0.190705,0.098713,0.065883,0.02567372,1,0,0
S000360,0.14914375,0.16197146,0.01282771,0,0.226756,0.00104,0.039369,0.09481184,0,0,0
S000361,0.06850085,0.20724552,0.13874467,1,0.322631,0.125627,0.003508,0.07611519,0,0,0
S000362,0.01562547,0.13057772,0.11495226,1,0.134686,0.084739,0.058394,0.04886801,0,0,0
S000363,0.19245178,0.25779959,0.0653478,0,0.371382,0.107759,0.078602,0.05225285,1,1,0
S000364,0.18631001,0.27668961,0.0903796,1,0.289486,0.103751,0.027318,0.0168453,0,0,0
S000365,0.03889636,0.09983402,0.06093766,0,0.523637,0.099205,0.002309,0.01308019,0,1,0
S000366,0.43846586,0.61244236,0.17397651,2,0.200879,0.10032,0.11977,0.08087055,1,0,0
S000367,0.09375396,0.15827586,0.0645219,0,0.379771,0.161551,0.019665,0.04607079,0,1,0
S000368,0.08995219,0.14956349,0.0596113,0,0.526998,0.081603,0.093861,0.07310418,0,1,0
S000369,0.09933556,0.23644416,0.1371086,1,0.217288,0.057027,0.062469,0.10835131,0,0,1
S000370,0.30844612,0.39194421,0.08349809,1,0.201254,0.061673,0.036411,0.08386344,1,0,0
S000371,0.20058092,0.29108444,0.09050352,2,0.30063,0.057807,0.101948,0.03141663,0,0,0
S000372,0.20995044,0.36912417,0.15917372,1,0.185512,0.254684,0.058388,0.25990609,1,1,1
S000373,0.29694965,0.30190245,0.0049528,1,0.234976,0.024129,0.020885,0.0057648,1,0,0
S000374,0.14732231,0.22611682,0.07879451,1,0.2129,0.033737,0.058206,0.05022212,0,0,0
S000375,0.31503663,0.42189207,0.10685544,2,0.222457,0.037784,0.014505,0.25093305,1,0,1
S000376,0.34601096,0.47096835,0.1249574,1,0.300198,0.258413,0.031536,0.23459589,1,1,1
S000377,0.09981526,0.20979667,0.10998141,2,0.456908,0.050771,0.099787,0.13133122,0,1,1
S000378,0.41358888,0.4598314,0.04624252,1,0.52497,0.040712,0.025699,0.01105463,1,1,0
S000379,0.28866158,0.38884096,0.10017939,0,0.107594,0.086828,0.05707,0.05752635,1,0,0
S000380,0.05678443,0.10850692,0.05172249,0,0.206206,0.066482,0.102589,0.0475224,0,0,0
S000381,0.00948103,0.06549147,0.05601044,1,0.235834,0.060726,0.050223,0.05772282,0,0,0
S000382,0.07420324,0.15165711,0.07745387,0,0.224816,0.119489,0.021831,0.06853515,0,0,0
S000383,0.06286308,0.14415444,0.08129136,0,0.41814,0.161108,0.02499,0.18140166,0,1,1
S000384,0.10744227,0.23951105,0.13206878,1,0.410021,0.14564,0.003415,0.03868688,0,1,0
S000385,0.03781325,0.07883967,0.04102642,0,0.201691,0.138744,0.08122,0.21597219,0,0,1
S000386,0.32758586,0.39372264,0.06613678,1,0.229927,0.009721,0.044733,0.03081825,1,0,0
S000387,0.33024547,0.46016193,0.12991646,1,0.547316,0.064843,0.113408,0.00794062,1,1,0
S000388,0.16483163,0.2282893,0.06345767,1,0.324,0.021512,0.034448,0.02392321,0,0,0
S000389,0.17044632,0.19080243,0.02035611,1,0.249637,0.023098,0.091531,0.19045439,0,0,1
S000390,0.10461549,0.25198443,0.14736894,1,0.325603,0.056268,0.077885,0.09288241,0,0,0
S000391,0.02299195,0.18394661,0.16095467,1,0.600689,0.133913,0.102002,0.09353563,0,1,0
S000392,0.12156284,0.17850106,0.05693822,1,0.193179,0.020878,0.103966,0.04147184,0,0,0
S000393,0.09708453,0.13454871,0.03746418,0,0.292513,0.063961,0.09417,0.0542029,0,0,0
S000394,0.36261994,0.38899736,0.02637742,0,0.160035,0.141222,0.025004,0.07020711,1,0,0
S000395,0.01272831,0.02876306,0.01603475,0,0.226565,0.114849,0.075127,0.03313836,0,0,0
S000396,0.29254694,0.35970854,0.06716159,1,0.270555,0.004574,0.005432,0.06492449,1,0,0
S000397,0.56232967,0.64732812,0.08499844,2,0.483634,0.198162,0.046012,0.26427922,1,1,1
S000398,0.3205235,0.32582088,0.00529738,1,0.188477,0.049257,0.049359,0.13995424,1,0,1
S000399,0.38105773,0.46965947,0.08860174,1,0.526906,0.058552,0.08858,0.06091938,1,1,0
S000400,0.13218422,0.27671906,0.14453484,2,0.108886,0.093433,0.033446,0.06077518,0,0,0
S000401,0.05597031,0.12763354,0.07166324,1,0.182182,0.113715,0.02064,0.08729405,0,0,0
S000402,0.2179979,0.3108227,0.0928248,1,0.18177,0.008161,0.108745,0.03654518,1,0,0
S000403,0.25404165,0.28797036,0.03392871,2,0.502866,0.207638,0.102736,0.07596859,0,1,0
S000404,0.08846562,0.19462833,0.10616272,0,0.224668,0.058362,0.035517,0.06172654,0,0,0
S000405,0.0920605,0.10170175,0.00964125,0,0.101593,0.125143,0.040235,0.14674939,0,0,1
S000406,0.11001809,0.16244414,0.05242605,0,0.480293,0.121583,0.108891,0.08150196,0,1,0
S000407,0.10160039,0.21694835,0.11534797,2,0.189352,0.095099,0.056041,0.13710262,0,0,1
S000408,0.21790034,0.29200727,0.07410692,2,0.261188,0.108013,0.026613,0.03114305,0,0,0
S000409,0.2485683,0.36491375,0.11634546,1,0.297816,0.207173,0.041511,0.03173641,1,1,0
S000410,0.11467196,0.13017657,0.01550461,0,0.268733,0.214318,0.022123,0.11172735,0,1,1
S000411,0.33506823,0.48795487,0.15288664,1,0.298987,0.082684,0.021802,0.01225232,1,0,0
S000412,0.07357852,0.20050802,0.1269295,1,0.115781,0.020525,0.091884,0.28942235,0,0,1
S000413,0.11989655,0.21831391,0.09841736,1,0.34265,0.058496,0.101571,0.06496586,0,0,0
S000414,0.05909164,0.22729182,0.16820019,2,0.322743,0.027146,0.109521,0.06081546,0,0,0
S000415,0.08965844,0.09627806,0.00661962,1,0.61981,0.009556,0.081763,0.09408799,0,1,0
S000416,0.16366896,0.18006165,0.0163927,0,0.141687,0.122646,0.097194,0.0740977,0,0,0
S000417,0.24976939,0.2975998,0.0478304,1,0.157544,0.085152,0.05327,0.00775898,0,0,0
S000418,0.14226686,0.29309775,0.1508309,1,0.310958,0.073576,0.021865,0.27558869,0,0,1
S000419,0.14152148,0.24730435,0.10578287,1,0.154606,0.12335,0.009001,0.06908415,0,0,0
S000420,0.22118824,0.26493161,0.04374338,2,0.521242,0.004484,0.004695,0.25785006,0,1,1
S000421,0.37586979,0.4793951,0.10352531,1,0.107799,0.087872,0.017381,0.04463746,1,0,0
S000422,0.05859367,0.06923283,0.01063916,0,0.161993,0.02685,0.081219,0.0640152,0,0,0
S000423,0.10072537,0.19876989,0.09804451,1,0.353173,0.189085,0.114094,0.10780689,0,1,1
S000424,0.22369403,0.2973398,0.07364577,1,0.625577,0.126801,0.011833,0.0495683,0,1,0
S000425,0.18088621,0.25683177,0.07594556,1,0.193783,0.262657,0.117897,0.00543548,0,1,0
S000426,0.06731371,0.08454555,0.01723185,0,0.148728,0.140439,0.1072,0.17593955,0,0,1
S000427,0.01251505,0.09999188,0.08747683,0,0.259719,0.104969,0.055254,0.08196607,0,0,0
S000428,0.19669692,0.23859235,0.04189543,1,0.411254,0.061926,0.076768,0.21152538,0,1,1
S000429,0.35283302,0.46225518,0.10942215,2,0.164228,0.112353,0.048161,0.05363022,1,0,0
S000430,0.03218268,0.11500577,0.08282309,0,0.11607,0.023194,0.067725,0.03928001,0,0,0
S000431,0.07666577,0.14003041,0.06336464,1,0.145604,0.080331,0.057277,0.21929879,0,0,1
S000432,0.14321164,0.29500203,0.15179038,2,0.2065,0.10061,0.013077,0.04930164,0,0,0
S000433,0.07154121,0.1638411,0.09229989,0,0.338018,0.023065,0.017437,0.04693081,0,0,0
S000434,0.24873499,0.28065121,0.03191622,1,0.324636,0.085962,0.053972,0.23586387,0,0,1
S000435,0.5322529,0.53294932,0.00069643,1,0.352598,0.160991,0.068141,0.29771275,1,1,1
S000436,0.05231799,0.11533394,0.06301595,0,0.377904,0.122532,0.115277,0.23995485,0,1,1
S000437,0.03768583,0.1726428,0.13495696,1,0.313488,0.144731,0.032008,0.03397543,0,0,0
S000438,0.46666719,0.50938137,0.04271419,1,0.422038,0.122848,0.110141,0.14654869,1,1,1
S000439,0.29828413,0.40227216,0.10398803,1,0.134647,0.013006,0.091576,0.08108981,1,0,0
S000440,0.29826516,0.32368816,0.025423,0,0.156456,0.153526,0.11984,0.0176938,1,1,0
S000441,0.20228143,0.28181168,0.07953025,1,0.291607,0.12664,0.057321,0.08555009,0,0,0
S000442,0.06867722,0.18778201,0.1191048,1,0.5686,0.112068,0.077788,0.00943827,0,1,0
S000443,0.07030673,0.1993094,0.12900267,1,0.285133,0.111222,0.048402,0.06078256,0,0,0
S000444,0.07078903,0.159216,0.08842697,0,0.11794,0.059018,0.048013,0.06443962,0,0,0
S000445,0.04234413,0.07981774,0.03747361,1,0.329195,0.175085,0.042324,0.15629736,0,1,1
S000446,0.27169005,0.38917646,0.11748641,1,0.108691,0.031873,0.096889,0.06939065,1,0,0
S000447,0.34397397,0.37280775,0.02883378,1,0.202414,0.044673,0.044406,0.13466881,1,0,1
S000448,0.25925844,0.32192737,0.06266892,1,0.289302,0.115869,0.098485,0.24936947,1,0,1
S000449,0.30039403,0.4264388,0.12604477,2,0.136091,0.13179,0.081704,0.09228193,1,0,0
S000450,0.01563201,0.12120484,0.10557283,1,0.152194,0.133859,0.072031,0.08032396,0,0,0
S000451,0.09420562,0.1164396,0.02223398,0,0.177642,0.132871,0.020883,0.02033624,0,0,0
S000452,0.11562416,0.19222679,0.07660263,0,0.136145,0.198728,0.023593,0.06178463,0,1,0
S000453,0.13088846,0.2649568,0.13406833,1,0.408357,0.082244,0.089654,0.07280559,0,1,0
S000454,0.09396807,0.1283569,0.03438883,1,0.121326,0.123542,0.007167,0.06366701,0,0,0
S000455,0.02837295,0.15549797,0.12712502,1,0.309526,0.12159,0.116935,0.06086971,0,0,0
S000456,0.02459946,0.10212134,0.07752188,1,0.213861,0.156011,0.056638,0.06079909,0,1,0
S000457,0.43960135,0.51159102,0.07198967,1,0.150058,0.217208,0.084326,0.0539518,1,1,0
S000458,0.3055154,0.43669563,0.13118023,1,0.532786,0.06954,0.022363,0.07396558,1,1,0
S000459,0.13594026,0.24698673,0.11104648,1,0.117835,0.076864,0.034394,0.11438022,0,0,1
S000460,0.43017089,0.43828695,0.00811606,1,0.314888,0.252508,0.10859,0.29194865,1,1,1
S000461,0.04205648,0.09528972,0.05323324,0,0.201566,0.045549,0.01149,0.1762581,0,0,1
S000462,0.08512469,0.09632881,0.01120412,0,0.31197,0.057501,0.097199,0.06416432,0,0,0
S000463,0.02740752,0.08631179,0.05890427,2,0.332539,0.01954,0.027289,0.04107236,0,0,0
S000464,0.09293456,0.25387282,0.16093826,1,0.121357,0.114356,0.101367,0.02796541,0,0,0
S000465,0.21909762,0.23879334,0.01969572,1,0.194284,0.229733,0.073641,0.06172297,0,1,0
S000466,0.34416356,0.37492913,0.03076557,1,0.2782,0.123188,0.078213,0.08262505,1,0,0
S000467,0.03177208,0.12715477,0.09538269,1,0.203752,0.076127,0.114963,0.14903995,0,0,1
S000468,0.24199387,0.31980175,0.07780788,0,0.51648,0.031144,0.007787,0.01092746,1,1,0
S000469,0.12599989,0.23976362,0.11376374,2,0.475816,0.071639,0.07769,0.07931861,0,1,0
S000470,0.12906894,0.23478494,0.105716,0,0.311133,0.194478,0.046173,0.05652972,1,1,0
S000471,0.38175977,0.52418305,0.14242328,1,0.293658,0.012604,0.002381,0.27215662,1,0,1
S000472,0.38621665,0.54103381,0.15481716,1,0.563362,0.052847,0.012194,0.00562243,1,1,0
S000473,0.22077351,0.26368037,0.04290686,1,0.58269,0.15627,0.036468,0.04446769,0,1,0
S000474,0.135456,0.2733891,0.1379331,1,0.462807,0.003336,0.092285,0.21277068,0,1,1
S000475,0.09092916,0.24725064,0.15632148,2,0.250723,0.13231,0.010236,0.08751065,0,0,0
S000476,0.04291905,0.12475775,0.0818387,1,0.101193,0.051288,0.076346,0.23160951,0,0,1
S000477,0.19933361,0.34836945,0.14903584,1,0.192486,0.098709,0.069761,0.09320951,1,0,0
S000478,0.14508405,0.16663034,0.02154629,1,0.107147,0.117091,0.055733,0.1129687,0,0,1
S000479,0.11111971,0.25840097,0.14728125,1,0.36413,0.160861,0.027418,0.02101761,0,1,0
S000480,0.51757239,0.62675856,0.10918617,2,0.176024,0.133322,0.108127,0.01930902,1,0,0
S000481,0.08329162,0.12933194,0.04604032,0,0.119857,0.091379,0.094678,0.08339818,0,0,0
S000482,0.08283343,0.22245892,0.13962549,1,0.166499,0.024456,0.085834,0.01901325,0,0,0
S000483,0.16537729,0.19498354,0.02960625,0,0.195049,0.102157,0.076033,0.027545,0,0,0
S000484,0.22936139,0.27642716,0.04706577,1,0.305751,0.121553,0.110766,0.06179387,0,0,0
S000485,0.59319233,0.60625467,0.01306234,2,0.188177,0.046436,0.075141,0.00593465,1,0,0
S000486,0.04415925,0.10424547,0.06008623,1,0.433798,0.121083,0.051505,0.07478419,0,1,0
S000487,0.0193755,0.09181057,0.07243507,0,0.127947,0.011505,0.098099,0.0243518,0,0,0
S000488,0.35372743,0.41152955,0.05780212,1,0.278305,0.119388,0.014884,0.23044014,1,0,1
S000489,0.20747912,0.29578486,0.08830574,2,0.335579,0.051366,0.063796,0.03694332,0,0,0
S000490,0.0761239,0.18527022,0.10914633,1,0.487513,0.06113,0.075516,0.27236822,0,1,1
S000491,0.06408519,0.21758737,0.15350217,1,0.104144,0.081885,0.092776,0.11556904,0,0,1
S000492,0.06157118,0.18657672,0.12500554,1,0.326519,0.11734,0.028338,0.26861521,0,0,1
S000493,0.44241501,0.44776314,0.00534813,2,0.130357,0.112218,0.114342,0.08305934,1,0,0
S000494,0.06471195,0.15119025,0.0864783,1,0.599765,0.000873,0.064364,0.02476474,0,1,0
S000495,0.43779713,0.4394586,0.00166147,1,0.233618,0.005583,0.115129,0.13942141,1,0,1
S000496,0.20429188,0.34739331,0.14310143,2,0.175327,0.116303,0.028744,0.01742648,0,0,0
S000497,0.15433772,0.24671875,0.09238103,1,0.147479,0.220354,0.011909,0.03602392,0,1,0
S000498,0.15944186,0.1739795,0.01453763,1,0.187644,0.08947,0.112961,0.18473755,0,0,1
S000499,0.03599275,0.19920856,0.16321581,1,0.266559,0.099221,0.040456,0.03415696,0,0,0
S000500,0.29661427,0.33468843,0.03807416,0,0.132239,0.092191,0.026485,0.04506745,1,0,0
S000501,0.02791721,0.12661783,0.09870062,0,0.276625,0.088681,0.037555,0.02106345,0,0,0
S000502,0.01522842,0.10733874,0.09211032,0,0.170388,0.071859,0.017609,0.0911261,0,0,0
S000503,0.32676002,0.3698574,0.04309739,2,0.444347,0.174233,0.047552,0.08505902,0,1,0
S000504,0.47909043,0.53842032,0.05932989,1,0.186559,0.03327,0.010138,0.02558811,1,0,0
S000505,0.29297335,0.37701743,0.08404408,0,0.384833,0.079967,0.063944,0.08502101,1,1,0
S000506,0.01700446,0.14866673,0.13166227,1,0.148582,0.093598,0.103431,0.02774885,0,0,0
S000507,0.52172937,0.5380713,0.01634193,2,0.459497,0.203771,0.01719,0.03402663,1,1,0
S000508,0.2264585,0.31004152,0.08358301,2,0.249306,0.177207,0.084102,0.08809534,0,1,0
S000509,0.15945435,0.26473292,0.10527857,1,0.260237,0.262104,0.10456,0.01832743,0,1,0
S000510,0.05377545,0.22139982,0.16762437,2,0.247492,0.035311,0.006536,0.12536458,0,0,1
S000511,0.11122663,0.25558734,0.14436071,1,0.284228,0.028044,0.099106,0.01952997,0,0,0
S000512,0.12844789,0.23312528,0.10467739,1,0.159968,0.052402,0.007899,0.03955393,0,0,0
S000513,0.09020952,0.10263921,0.01242969,0,0.134114,7.4e-05,0.009269,0.04770386,0,0,0
S000514,0.39640535,0.55756549,0.16116014,2,0.443277,0.104981,0.022939,0.04889551,1,1,0
S000515,0.44077672,0.49275828,0.05198155,2,0.200276,0.085642,0.035554,0.08395472,1,0,0
S000516,0.19387135,0.25788634,0.064015,2,0.58759,0.093247,0.066392,0.05931545,0,1,0
S000517,0.0977515,0.16901038,0.07125889,0,0.244898,0.10285,0.078407,0.04759521,0,0,0
S000518,0.14400032,0.2828357,0.13883538,1,0.13117,0.059075,0.112374,0.01855571,0,0,0
S000519,0.24415505,0.35895883,0.11480378,1,0.618633,0.136882,0.04697,0.05628833,1,1,0
S000520,0.11511138,0.21510178,0.0999904,2,0.481061,0.041234,0.048484,0.20132969,0,1,1
S000521,0.13300502,0.15723557,0.02423055,0,0.377793,0.143144,0.080055,0.0100133,0,1,0
S000522,0.35467614,0.43033968,0.07566353,2,0.105372,0.1125,0.05757,0.0789297,1,0,0
S000523,0.21598922,0.35120824,0.13521903,1,0.505219,0.117396,0.08932,0.08899923,1,1,0
S000524,0.34637583,0.34971363,0.00333781,1,0.117172,0.055197,0.076391,0.02512401,1,0,0
S000525,0.04794407,0.12460013,0.07665607,2,0.305068,0.076558,0.047289,0.00640779,0,0,0
S000526,0.19590034,0.26621118,0.07031084,1,0.21415,0.082138,0.095727,0.23505955,0,0,1
S000527,0.25267053,0.30976975,0.05709921,0,0.276829,0.207261,0.089802,0.03126504,1,1,0
S000528,0.17798901,0.26459999,0.08661098,0,0.144447,0.006524,0.043005,0.02273987,1,0,0
S000529,0.15199718,0.29252585,0.14052867,2,0.30457,0.01164,0.074269,0.03859197,0,0,0
S000530,0.2493454,0.38149912,0.13215372,1,0.109078,0.061443,0.085116,0.06166366,1,0,0
S000531,0.14108232,0.17152406,0.03044175,1,0.290183,0.062187,0.106689,0.08962145,0,0,0
S000532,0.07494361,0.11425342,0.03930981,1,0.246291,0.005751,0.058305,0.12326204,0,0,1
S000533,0.04912377,0.1141411,0.06501732,1,0.325787,0.139739,0.067907,0.07359147,0,0,0
S000534,0.10304727,0.18392902,0.08088175,2,0.275841,0.273819,0.055362,0.03045908,0,1,0
S000535,0.53683166,0.55857512,0.02174347,2,0.126457,0.127838,0.054848,0.04847381,1,0,0
S000536,0.03989275,0.04619863,0.00630588,0,0.276314,0.079426,0.060832,0.03587324,0,0,0
S000537,0.02452398,0.09773032,0.07320634,0,0.339801,0.124297,0.016043,0.03198608,0,0,0
S000538,0.10578436,0.19185131,0.08606695,0,0.591032,0.207633,0.004627,0.06078354,0,1,0
S000539,0.02665131,0.18991074,0.16325943,1,0.129731,0.036788,0.078219,0.25412963,0,0,1
S000540,0.5324352,0.5346495,0.00221431,1,0.28322,0.11088,0.025129,0.07703938,1,0,0
S000541,0.12184329,0.12435988,0.00251659,0,0.32116,0.115532,0.083081,0.06583645,0,0,0
S000542,0.11926402,0.17851216,0.05924814,0,0.189851,0.062716,0.045773,0.02554662,0,0,0
